source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0154,Cobalt Strike,Software,USES,T1059.001,PowerShell,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can execute a payload on a remote host with PowerShell. This technique does not write any data to disk.(Citation: cobaltstrike manual)(Citation: Cyberreason Anchor December 2019) [Cobalt Strike](https://attack.mitre.org/software/S0154) can also use [PowerSploit](https://attack.mitre.org/software/S0194) and other scripting frameworks to perform execution.(Citation: Cobalt Strike TTPs Dec 2017)(Citation: CobaltStrike Daddy May 2017)(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1057,Process Discovery,Technique,"[Cobalt Strike](https://attack.mitre.org/software/S0154)'s ""beacon"" payload can collect information on process details.(Citation: cobaltstrike manual)(Citation: Talos Cobalt Strike September 2020)"
S0154,Cobalt Strike,Software,USES,T1055.012,Process Hollowing,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use process hollowing for execution.(Citation: Cobalt Strike TTPs Dec 2017)
S0154,Cobalt Strike,Software,USES,T1055,Process Injection,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can inject a variety of payloads into processes dynamically chosen by the adversary.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1572,Protocol Tunneling,Technique,"[Cobalt Strike](https://attack.mitre.org/software/S0154) uses a custom command and control protocol that is encapsulated in HTTP, HTTPS, or DNS. In addition, it conducts peer-to-peer communication over Windows named pipes encapsulated in the SMB protocol. All protocols use their standard assigned ports.(Citation: cobaltstrike manual)"
S0154,Cobalt Strike,Software,USES,T1059.006,Python,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use Python to perform execution.(Citation: Cobalt Strike TTPs Dec 2017)(Citation: CobaltStrike Daddy May 2017)(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1012,Query Registry,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can query <code>HKEY_CURRENT_USER\Software\Microsoft\Office\<Excel Version>\Excel\Security\AccessVBOM\</code>  to determine if the security setting for restricting default programmatic access is enabled.(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1021.001,Remote Desktop Protocol,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can start a VNC-based remote desktop server and tunnel the connection through the already established C2 channel.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1018,Remote System Discovery,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) uses the native Windows Network Enumeration APIs to interrogate and discover targets in a Windows Active Directory network.(Citation: cobaltstrike manual)(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1021.002,SMB/Windows Admin Shares,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use Window admin shares (C$ and ADMIN$) for lateral movement.(Citation: Cobalt Strike TTPs Dec 2017)
S0154,Cobalt Strike,Software,USES,T1021.004,SSH,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can SSH to a remote service.(Citation: Cobalt Strike TTPs Dec 2017)
S0154,Cobalt Strike,Software,USES,T1029,Scheduled Transfer,Technique,"[Cobalt Strike](https://attack.mitre.org/software/S0154) can set its ""beacon"" payload to reach out to the C2 server on an arbitrary and random interval. In addition it will break large data sets into smaller chunks for exfiltration.(Citation: cobaltstrike manual)"
S0154,Cobalt Strike,Software,USES,T1113,Screen Capture,Technique,"[Cobalt Strike](https://attack.mitre.org/software/S0154)'s ""beacon"" payload is capable of capturing screenshots.(Citation: cobaltstrike manual)(Citation: Amnesty Intl. Ocean Lotus February 2021)"
S0154,Cobalt Strike,Software,USES,T1003.002,Security Account Manager,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can recover hashed passwords.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1569.002,Service Execution,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use [PsExec](https://attack.mitre.org/software/S0029) to execute a payload on a remote host. It can also use Service Control Manager to start new services.(Citation: cobaltstrike manual)(Citation: Cobalt Strike TTPs Dec 2017)
S0154,Cobalt Strike,Software,USES,T1573.001,Symmetric Cryptography,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) has the ability to use AES-256 symmetric encryption in CBC mode with HMAC-SHA-256 to encrypt task commands and XOR to encrypt shell code and configuration data.(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1016,System Network Configuration Discovery,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can determine the IP addresses of domain controllers.(Citation: Cyberreason Anchor December 2019)
S0154,Cobalt Strike,Software,USES,T1049,System Network Connections Discovery,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can produce a sessions report from compromised hosts.(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1070.006,Timestomp,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can timestomp any files or payloads placed on a target machine to help them blend in.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1134.001,Token Impersonation/Theft,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can steal access tokens from exiting processes.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1059.005,Visual Basic,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use VBA to perform execution.(Citation: Cobalt Strike TTPs Dec 2017)(Citation: CobaltStrike Daddy May 2017)(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1071.001,Web Protocols,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use a custom command and control protocol that can be encapsulated in HTTP or HTTPS. All protocols use their standard assigned ports.(Citation: cobaltstrike manual)(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1059.003,Windows Command Shell,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) uses a command-line interface to interact with systems.(Citation: Cobalt Strike TTPs Dec 2017)(Citation: Talos Cobalt Strike September 2020)
S0154,Cobalt Strike,Software,USES,T1047,Windows Management Instrumentation,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use WMI to deliver a payload to a remote host.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1021.006,Windows Remote Management,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can use <code>WinRM</code> to execute a payload on a remote host.(Citation: cobaltstrike manual)
S0154,Cobalt Strike,Software,USES,T1543.003,Windows Service,Technique,[Cobalt Strike](https://attack.mitre.org/software/S0154) can install a new service.(Citation: Cobalt Strike TTPs Dec 2017)
S0338,Cobian RAT,Software,USES,T1123,Audio Capture,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) has a feature to perform voice recording on the victim’s machine.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1071.004,DNS,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) uses DNS for C2.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1056.001,Keylogging,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) has a feature to perform keylogging on the victim’s machine.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1547.001,Registry Run Keys / Startup Folder,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) creates an autostart Registry key to ensure persistence.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1113,Screen Capture,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) has a feature to perform screen capture.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1132.001,Standard Encoding,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) obfuscates communications with the C2 server using Base64 encoding.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1125,Video Capture,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) has a feature to access the webcam on the victim’s machine.(Citation: Zscaler Cobian Aug 2017)
S0338,Cobian RAT,Software,USES,T1059.003,Windows Command Shell,Technique,[Cobian RAT](https://attack.mitre.org/software/S0338) can launch a remote command shell interface for executing commands.(Citation: Zscaler Cobian Aug 2017)
S0369,CoinTicker,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[CoinTicker](https://attack.mitre.org/software/S0369) decodes the initially-downloaded hidden encoded file using OpenSSL.(Citation: CoinTicker 2019)
S0369,CoinTicker,Software,USES,T1553.001,Gatekeeper Bypass,Technique,"[CoinTicker](https://attack.mitre.org/software/S0369) downloads the EggShell mach-o binary using curl, which does not set the quarantine flag.(Citation: CoinTicker 2019)"
S0369,CoinTicker,Software,USES,T1564.001,Hidden Files and Directories,Technique,"[CoinTicker](https://attack.mitre.org/software/S0369) downloads the following hidden files to evade detection and maintain persistence: /private/tmp/.info.enc, /private/tmp/.info.py, /private/tmp/.server.sh, ~/Library/LaunchAgents/.espl.plist, ~/Library/Containers/.[random string]/[random string].(Citation: CoinTicker 2019)"
S0369,CoinTicker,Software,USES,T1105,Ingress Tool Transfer,Technique,[CoinTicker](https://attack.mitre.org/software/S0369) executes a Python script to download its second stage.(Citation: CoinTicker 2019)
S0369,CoinTicker,Software,USES,T1543.001,Launch Agent,Technique,"[CoinTicker](https://attack.mitre.org/software/S0369) creates user launch agents named .espl.plist and com.apple.[random string].plist to establish persistence.(Citation: CoinTicker 2019)	"
S0369,CoinTicker,Software,USES,T1027,Obfuscated Files or Information,Technique,[CoinTicker](https://attack.mitre.org/software/S0369) initially downloads a hidden encoded file.(Citation: CoinTicker 2019)
S0369,CoinTicker,Software,USES,T1059.006,Python,Technique,[CoinTicker](https://attack.mitre.org/software/S0369) executes a Python script to download its second stage.(Citation: CoinTicker 2019)
S0369,CoinTicker,Software,USES,T1059.004,Unix Shell,Technique,[CoinTicker](https://attack.mitre.org/software/S0369) executes a bash script to establish a reverse shell.(Citation: CoinTicker 2019)
S0369,CoinTicker,Software,USES,T1059.003,Windows Command Shell,Technique,[CoinTicker](https://attack.mitre.org/software/S0369) executes a bash script to establish a reverse shell.(Citation: CoinTicker 2019)
S0126,ComRAT,Software,USES,T1573.002,Asymmetric Cryptography,Technique,[ComRAT](https://attack.mitre.org/software/S0126) can use SSL/TLS encryption for its HTTP-based C2 channel. [ComRAT](https://attack.mitre.org/software/S0126) has used public key cryptography with RSA and AES encrypted email attachments for its Gmail C2 channel.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020) 
S0126,ComRAT,Software,USES,T1102.002,Bidirectional Communication,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has the ability to use the Gmail web UI to receive commands and exfiltrate information.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020)
S0126,ComRAT,Software,USES,T1546.015,Component Object Model Hijacking,Technique,[ComRAT](https://attack.mitre.org/software/S0126) samples have been seen which hijack COM objects for persistence by replacing the path to shell32.dll in registry location <code>HKCU\Software\Classes\CLSID\{42aedc87-2188-41fd-b9a3-0c966feabec1}\InprocServer32</code>.(Citation: NorthSec 2015 GData Uroburos Tools)
S0126,ComRAT,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used unique per machine passwords to decrypt the orchestrator payload and a hardcoded XOR key to decrypt its communications module. [ComRAT](https://attack.mitre.org/software/S0126) has also used a unique password to decrypt the file used for its hidden file system.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020)
S0126,ComRAT,Software,USES,T1055.001,Dynamic-link Library Injection,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has injected its orchestrator DLL into explorer.exe. [ComRAT](https://attack.mitre.org/software/S0126) has also injected its communications module into the victim's default browser to make C2 connections appear less suspicious as all network connections will be initiated by the browser process.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020)
S0126,ComRAT,Software,USES,T1564.005,Hidden File System,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used a portable FAT16 partition image placed in %TEMP% as a hidden file system.(Citation: ESET ComRAT May 2020)
S0126,ComRAT,Software,USES,T1071.003,Mail Protocols,Technique,[ComRAT](https://attack.mitre.org/software/S0126) can use email attachments for command and control.(Citation: ESET ComRAT May 2020)
S0126,ComRAT,Software,USES,T1036.004,Masquerade Task or Service,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used a task name associated with Windows SQM Consolidator.(Citation: ESET ComRAT May 2020)
S0126,ComRAT,Software,USES,T1112,Modify Registry,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has encrypted and stored its orchestrator code in the Registry as well as a PowerShell script into the WsqmCons Registry key.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020) 
S0126,ComRAT,Software,USES,T1106,Native API,Technique,[ComRAT](https://attack.mitre.org/software/S0126) can load a PE file from memory or the file system and execute it with <code>CreateProcessW</code>.(Citation: ESET ComRAT May 2020)
S0126,ComRAT,Software,USES,T1027,Obfuscated Files or Information,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used encryption and base64 to obfuscate its orchestrator code in the Registry. [ComRAT](https://attack.mitre.org/software/S0126) has also embedded an XOR encrypted communications module inside the orchestrator module. [ComRAT](https://attack.mitre.org/software/S0126) has encrypted its virtual file system using AES-256 in XTS mode and has encoded PowerShell scripts.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020) 
S0126,ComRAT,Software,USES,T1059.001,PowerShell,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used PowerShell to load itself every time a user logs in to the system. [ComRAT](https://attack.mitre.org/software/S0126) can execute PowerShell scripts loaded into memory or from the file system.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020)
S0126,ComRAT,Software,USES,T1012,Query Registry,Technique,[ComRAT](https://attack.mitre.org/software/S0126) can check the default browser by querying <code>HKCR\http\shell\open\command</code>.(Citation: ESET ComRAT May 2020)
S0126,ComRAT,Software,USES,T1053.005,Scheduled Task,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used a scheduled task to launch its PowerShell loader.(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020)
S0126,ComRAT,Software,USES,T1029,Scheduled Transfer,Technique,"[ComRAT](https://attack.mitre.org/software/S0126) has been programmed to sleep outside local business hours (9 to 5, Monday to Friday).(Citation: ESET ComRAT May 2020)"
S0126,ComRAT,Software,USES,T1518,Software Discovery,Technique,[ComRAT](https://attack.mitre.org/software/S0126) can check the victim's default browser to determine which process to inject its communications module into.(Citation: ESET ComRAT May 2020)
S0126,ComRAT,Software,USES,T1124,System Time Discovery,Technique,"[ComRAT](https://attack.mitre.org/software/S0126) has checked the victim system's date and time to perform tasks during business hours (9 to 5, Monday to Friday).(Citation: CISA ComRAT Oct 2020) "
S0126,ComRAT,Software,USES,T1071.001,Web Protocols,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used HTTP requests for command and control.(Citation: NorthSec 2015 GData Uroburos Tools)(Citation: ESET ComRAT May 2020)(Citation: CISA ComRAT Oct 2020)
S0126,ComRAT,Software,USES,T1059.003,Windows Command Shell,Technique,[ComRAT](https://attack.mitre.org/software/S0126) has used <code>cmd.exe</code> to execute commands.(Citation: ESET ComRAT May 2020)
S0244,Comnie,Software,USES,T1119,Automated Collection,Technique,[Comnie](https://attack.mitre.org/software/S0244) executes a batch script to store discovery information in %TEMP%\info.dat and then uploads the temporarily file to the remote C2 server.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1102.002,Bidirectional Communication,Technique,"[Comnie](https://attack.mitre.org/software/S0244) uses blogs and third-party sites (GitHub, tumbler, and BlogSpot) to avoid DNS-based blocking of their communication to the command and control server.(Citation: Palo Alto Comnie)"
S0244,Comnie,Software,USES,T1027.001,Binary Padding,Technique,[Comnie](https://attack.mitre.org/software/S0244) appends a total of 64MB of garbage data to a file to deter any security products in place that may be scanning files on disk.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1087.001,Local Account,Technique,[Comnie](https://attack.mitre.org/software/S0244) uses the <code>net user</code> command.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1027,Obfuscated Files or Information,Technique,[Comnie](https://attack.mitre.org/software/S0244) uses RC4 and Base64 to obfuscate strings.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1057,Process Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) uses the <code>tasklist</code> to view running processes on the victim’s machine.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1547.001,Registry Run Keys / Startup Folder,Technique,[Comnie](https://attack.mitre.org/software/S0244) achieves persistence by adding a shortcut of itself to the startup path in the Registry.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1018,Remote System Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) runs the <code>net view</code> command
S0244,Comnie,Software,USES,T1218.011,Rundll32,Technique,[Comnie](https://attack.mitre.org/software/S0244) uses Rundll32 to load a malicious DLL.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1518.001,Security Software Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) attempts to detect several anti-virus products.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1547.009,Shortcut Modification,Technique,[Comnie](https://attack.mitre.org/software/S0244) establishes persistence via a .lnk file in the victim’s startup path.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1573.001,Symmetric Cryptography,Technique,[Comnie](https://attack.mitre.org/software/S0244) encrypts command and control communications with RC4.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1082,System Information Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) collects the hostname of the victim machine.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1016,System Network Configuration Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) uses <code>ipconfig /all</code> and <code>route PRINT</code> to identify network adapter and interface information.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1049,System Network Connections Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) executes the <code>netstat -ano</code> command.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1007,System Service Discovery,Technique,[Comnie](https://attack.mitre.org/software/S0244) runs the command: <code>net start >> %TEMP%\info.dat</code> on a victim.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1059.005,Visual Basic,Technique,[Comnie](https://attack.mitre.org/software/S0244) executes VBS scripts.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1071.001,Web Protocols,Technique,[Comnie](https://attack.mitre.org/software/S0244) uses HTTP for C2 communication.(Citation: Palo Alto Comnie)
S0244,Comnie,Software,USES,T1059.003,Windows Command Shell,Technique,[Comnie](https://attack.mitre.org/software/S0244) executes BAT scripts.(Citation: Palo Alto Comnie)
S0591,ConnectWise,Software,USES,T1059.001,PowerShell,Technique,[ConnectWise](https://attack.mitre.org/software/S0591) can be used to execute PowerShell commands on target machines.(Citation: Anomali Static Kitten February 2021)
S0591,ConnectWise,Software,USES,T1113,Screen Capture,Technique,[ConnectWise](https://attack.mitre.org/software/S0591) can take screenshots on remote hosts.(Citation: Anomali Static Kitten February 2021)
S0591,ConnectWise,Software,USES,T1125,Video Capture,Technique,[ConnectWise](https://attack.mitre.org/software/S0591) can record video on remote hosts.(Citation: Anomali Static Kitten February 2021)
S0575,Conti,Software,USES,T1486,Data Encrypted for Impact,Technique,"[Conti](https://attack.mitre.org/software/S0575) can use <code>CreateIoCompletionPort()</code>, <code>PostQueuedCompletionStatus()</code>, and <code>GetQueuedCompletionPort()</code> to rapidly encrypt files, excluding those with the extensions of .exe, .dll, and .lnk. It has used a different AES-256 encryption key per file with a bundled RAS-4096 public encryption key that is unique for each victim. [Conti](https://attack.mitre.org/software/S0575) can use “Windows Restart Manager” to ensure files are unlocked and open for encryption.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020)(Citation: Cybleinc Conti January 2020)"
S0575,Conti,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[Conti](https://attack.mitre.org/software/S0575) has decrypted its payload using a hardcoded AES-256 key.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1055.001,Dynamic-link Library Injection,Technique,[Conti](https://attack.mitre.org/software/S0575) has loaded an encrypted DLL into memory and then executes it.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1083,File and Directory Discovery,Technique,[Conti](https://attack.mitre.org/software/S0575) can discover files on a local system.(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1490,Inhibit System Recovery,Technique,[Conti](https://attack.mitre.org/software/S0575) can delete Windows Volume Shadow Copies using <code>vssadmin</code>.(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1106,Native API,Technique,[Conti](https://attack.mitre.org/software/S0575) has used API calls during execution.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020) 
S0575,Conti,Software,USES,T1135,Network Share Discovery,Technique,[Conti](https://attack.mitre.org/software/S0575) can enumerate remote open SMB network shares using <code>NetShareEnum()</code>.(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1027,Obfuscated Files or Information,Technique,[Conti](https://attack.mitre.org/software/S0575) has encrypted DLLs and used obfuscation to hide Windows API calls.(Citation: CarbonBlack Conti July 2020)(Citation: Cybereason Conti Jan 2021)
S0575,Conti,Software,USES,T1057,Process Discovery,Technique,[Conti](https://attack.mitre.org/software/S0575) can enumerate through all open processes to search for any that have the string “sql” in their process name.(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1021.002,SMB/Windows Admin Shares,Technique,"[Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020)"
S0575,Conti,Software,USES,T1489,Service Stop,Technique,"[Conti](https://attack.mitre.org/software/S0575) can stop up to 146 Windows services related to security, backup, database, and email solutions through the use of <code>net stop</code>.(Citation: CarbonBlack Conti July 2020)"
S0575,Conti,Software,USES,T1016,System Network Configuration Discovery,Technique,"[Conti](https://attack.mitre.org/software/S0575) can retrieve the ARP cache from the local system by using the <code>GetIpNetTable()</code> API call and check to ensure IP addresses it connects to are for local, non-Internet, systems.(Citation: CarbonBlack Conti July 2020) "
S0575,Conti,Software,USES,T1049,System Network Connections Discovery,Technique,[Conti](https://attack.mitre.org/software/S0575) can enumerate routine network connections from a compromised host.(Citation: CarbonBlack Conti July 2020)
S0575,Conti,Software,USES,T1080,Taint Shared Content,Technique,[Conti](https://attack.mitre.org/software/S0575) can spread itself by infecting other remote machines via network shared drives.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020) 
S0575,Conti,Software,USES,T1059.003,Windows Command Shell,Technique,[Conti](https://attack.mitre.org/software/S0575) can utilize command line options to allow an attacker control over how it scans and encrypts files.(Citation: CarbonBlack Conti July 2020)
S0492,CookieMiner,Software,USES,T1555.003,Credentials from Web Browsers,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) can steal saved usernames and passwords in Chrome as well as credit card credentials.(Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1005,Data from Local System,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has retrieved iPhone text messages from iTunes phone backup files.(Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has used Google Chrome's decryption and extraction operations.(Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1562.004,Disable or Modify System Firewall,Technique,"[CookieMiner](https://attack.mitre.org/software/S0492) has checked for the presence of ""Little Snitch"", macOS network monitoring and application firewall software, stopping and exiting if it is found.(Citation: Unit42 CookieMiner Jan 2019)"
S0492,CookieMiner,Software,USES,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has used the <code>curl --upload-file</code> command to exfiltrate data over HTTP.(Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1083,File and Directory Discovery,Technique,"[CookieMiner](https://attack.mitre.org/software/S0492) has looked for files in the user's home directory with ""wallet"" in their name using <code>find</code>.(Citation: Unit42 CookieMiner Jan 2019)"
S0492,CookieMiner,Software,USES,T1105,Ingress Tool Transfer,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) can download additional scripts from a web server.(Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1543.001,Launch Agent,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has installed multiple new Launch Agents in order to maintain persistence for cryptocurrency mining software.(Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1027,Obfuscated Files or Information,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has used base64 encoding to obfuscate scripts on the system.(Citation: Unit42 CookieMiner Jan 2019) 
S0492,CookieMiner,Software,USES,T1059.006,Python,Technique,"[CookieMiner](https://attack.mitre.org/software/S0492) has used python scripts on the user’s system, as well as the Python variant of the [Empire](https://attack.mitre.org/software/S0363) agent, EmPyre.(Citation: Unit42 CookieMiner Jan 2019)"
S0492,CookieMiner,Software,USES,T1496,Resource Hijacking,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has loaded coinmining software onto systems to mine for Koto cryptocurrency. (Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1518.001,Security Software Discovery,Technique,"[CookieMiner](https://attack.mitre.org/software/S0492) has checked for the presence of ""Little Snitch"", macOS network monitoring and application firewall software, stopping and exiting if it is found.(Citation: Unit42 CookieMiner Jan 2019)"
S0492,CookieMiner,Software,USES,T1539,Steal Web Session Cookie,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) can steal Google Chrome and Apple Safari browser cookies from the victim’s machine. (Citation: Unit42 CookieMiner Jan 2019)
S0492,CookieMiner,Software,USES,T1059.004,Unix Shell,Technique,[CookieMiner](https://attack.mitre.org/software/S0492) has used a Unix shell script to run a series of commands targeting macOS.(Citation: Unit42 CookieMiner Jan 2019)
S0050,CosmicDuke,Software,USES,T1020,Automated Exfiltration,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) exfiltrates collected files automatically over FTP to remote servers.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1115,Clipboard Data,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) copies and exfiltrates the clipboard contents every 30 seconds.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1555,Credentials from Password Stores,Technique,"[CosmicDuke](https://attack.mitre.org/software/S0050) collects user credentials, including passwords, for various programs including popular instant messaging applications and email clients as well as WLAN keys.(Citation: F-Secure The Dukes)"
S0050,CosmicDuke,Software,USES,T1555.003,Credentials from Web Browsers,Technique,"[CosmicDuke](https://attack.mitre.org/software/S0050) collects user credentials, including passwords, for various programs including Web browsers.(Citation: F-Secure The Dukes)"
S0050,CosmicDuke,Software,USES,T1005,Data from Local System,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) steals user files from local hard drives with file extensions that match a predefined list.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1039,Data from Network Shared Drive,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) steals user files from network shared drives with file extensions and keywords that match a predefined list.(Citation: F-Secure Cosmicduke)
