ID,name,description,url,created,last modified,version,platforms,aliases,type,contributors
S0590,NBTscan,[NBTscan](https://attack.mitre.org/software/S0590) is an open source tool that has been used by state groups to conduct internal reconnaissance within a compromised network.(Citation: Debian nbtscan Nov 2019)(Citation: SecTools nbtscan June 2003)(Citation: Symantec Waterbug Jun 2019)(Citation: FireEye APT39 Jan 2019),https://attack.mitre.org/software/S0590,17-Mar-21,24-Apr-21,1,"Linux, Windows, macOS",,Tool,"Daniyal Naeem, BT Security"
S0272,NDiskMonitor,[NDiskMonitor](https://attack.mitre.org/software/S0272) is a custom backdoor written in .NET that appears to be unique to [Patchwork](https://attack.mitre.org/groups/G0040). (Citation: TrendMicro Patchwork Dec 2017),https://attack.mitre.org/software/S0272,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0034,NETEAGLE,[NETEAGLE](https://attack.mitre.org/software/S0034) is a backdoor developed by [APT30](https://attack.mitre.org/groups/G0013) with compile dates as early as 2008. It has two main variants known as “Scout” and “Norton.” (Citation: FireEye APT30),https://attack.mitre.org/software/S0034,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0198,NETWIRE,"[NETWIRE](https://attack.mitre.org/software/S0198) is a publicly available, multiplatform remote administration tool (RAT) that has been used by criminal and APT groups since at least 2012.(Citation: FireEye APT33 Sept 2017) (Citation: McAfee Netwire Mar 2015) (Citation: FireEye APT33 Webinar Sept 2017)",https://attack.mitre.org/software/S0198,18-Apr-18,25-Apr-21,1.3,"Linux, Windows, macOS",,Malware,"Tony Lambert, Red Canary"
S0353,NOKKI,[NOKKI](https://attack.mitre.org/software/S0353) is a modular remote access tool. The earliest observed attack using [NOKKI](https://attack.mitre.org/software/S0353) was in January 2018. [NOKKI](https://attack.mitre.org/software/S0353) has significant code overlap with the [KONNI](https://attack.mitre.org/software/S0356) malware family. There is some evidence potentially linking [NOKKI](https://attack.mitre.org/software/S0353) to [APT37](https://attack.mitre.org/groups/G0067).(Citation: Unit 42 NOKKI Sept 2018)(Citation: Unit 42 Nokki Oct 2018),https://attack.mitre.org/software/S0353,30-Jan-19,18-Mar-20,1.1,Windows,,Malware,
S0205,Naid,[Naid](https://attack.mitre.org/software/S0205) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Naid June 2012),https://attack.mitre.org/software/S0205,18-Apr-18,6-Jan-21,1,Windows,,Malware,
S0228,NanHaiShu,[NanHaiShu](https://attack.mitre.org/software/S0228) is a remote access tool and JScript backdoor used by [Leviathan](https://attack.mitre.org/groups/G0065). [NanHaiShu](https://attack.mitre.org/software/S0228) has been used to target government and private-sector organizations that have relations to the South China Sea dispute. (Citation: Proofpoint Leviathan Oct 2017) (Citation: fsecure NanHaiShu July 2016),https://attack.mitre.org/software/S0228,18-Apr-18,23-Jun-20,1.1,Windows,,Malware,
S0336,NanoCore,[NanoCore](https://attack.mitre.org/software/S0336) is a modular remote access tool developed in .NET that can be used to spy on victims and steal information. It has been used by threat actors since 2013.(Citation: DigiTrust NanoCore Jan 2017)(Citation: Cofense NanoCore Mar 2018)(Citation: PaloAlto NanoCore Feb 2016)(Citation: Unit 42 Gorgon Group Aug 2018),https://attack.mitre.org/software/S0336,29-Jan-19,30-Mar-20,1.1,Windows,,Malware,
S0247,NavRAT,"[NavRAT](https://attack.mitre.org/software/S0247) is a remote access tool designed to upload, download, and execute files. It has been observed in attacks targeting South Korea. (Citation: Talos NavRAT May 2018)",https://attack.mitre.org/software/S0247,17-Oct-18,20-Mar-20,1.1,Windows,,Malware,
S0210,Nerex,[Nerex](https://attack.mitre.org/software/S0210) is a Trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Nerex May 2012),https://attack.mitre.org/software/S0210,18-Apr-18,6-Jan-21,1,Windows,,Malware,
S0039,Net,"The [Net](https://attack.mitre.org/software/S0039) utility is a component of the Windows operating system. It is used in command-line operations for control of users, groups, services, and network connections. (Citation: Microsoft Net Utility)

[Net](https://attack.mitre.org/software/S0039) has a great deal of functionality, (Citation: Savill 1999) much of which is useful for an adversary, such as gathering system and network information for Discovery, moving laterally through [SMB/Windows Admin Shares](https://attack.mitre.org/techniques/T1021/002) using <code>net use</code> commands, and interacting with services. The net1.exe utility is executed for certain functionality when net.exe is run and can be used directly in commands such as <code>net1 user</code>.",https://attack.mitre.org/software/S0039,31-May-17,23-Apr-21,2.2,Windows,net.exe,Tool,"David Ferguson, CyberSponse"
S0056,Net Crawler,[Net Crawler](https://attack.mitre.org/software/S0056) is an intranet worm capable of extracting credentials using credential dumpers and spreading to systems on a network over SMB by brute forcing accounts with recovered passwords and using [PsExec](https://attack.mitre.org/software/S0029) to execute a copy of [Net Crawler](https://attack.mitre.org/software/S0056). (Citation: Cylance Cleaver),https://attack.mitre.org/software/S0056,31-May-17,21-Apr-21,1.1,Windows,NetC,Malware,
S0033,NetTraveler,"[NetTraveler](https://attack.mitre.org/software/S0033) is malware that has been used in multiple cyber espionage campaigns for basic surveillance of victims. The earliest known samples have timestamps back to 2005, and the largest number of observed samples were created between 2010 and 2013. (Citation: Kaspersky NetTraveler)",https://attack.mitre.org/software/S0033,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0457,Netwalker,[Netwalker](https://attack.mitre.org/software/S0457) is fileless ransomware written in PowerShell and executed directly in memory.(Citation: TrendMicro Netwalker May 2020),https://attack.mitre.org/software/S0457,26-May-20,16-Jun-20,1,Windows,,Malware,
S0508,Ngrok,[Ngrok](https://attack.mitre.org/software/S0508) is a legitimate reverse proxy tool that can create a secure tunnel to servers located behind firewalls or on local machines that do not have a public IP. [Ngrok](https://attack.mitre.org/software/S0508) has been leveraged by threat actors in several campaigns including use for lateral movement and data exfiltration.(Citation: Zdnet Ngrok September 2018)(Citation: FireEye Maze May 2020)(Citation: Cyware Ngrok May 2019),https://attack.mitre.org/software/S0508,15-Sep-20,29-Sep-20,1,Windows,,Malware,Janantha Marasinghe
S0118,Nidiran,[Nidiran](https://attack.mitre.org/software/S0118) is a custom backdoor developed and used by [Suckfly](https://attack.mitre.org/groups/G0039). It has been delivered via strategic web compromise. (Citation: Symantec Suckfly March 2016),https://attack.mitre.org/software/S0118,31-May-17,18-Mar-20,1.1,Windows,Backdoor.Nidiran,Malware,
S0359,Nltest,[Nltest](https://attack.mitre.org/software/S0359) is a Windows command-line utility used to list domain controllers and enumerate domain trusts.(Citation: Nltest Manual),https://attack.mitre.org/software/S0359,14-Feb-19,22-Apr-19,1,Windows,,Tool,
S0368,NotPetya,"[NotPetya](https://attack.mitre.org/software/S0368) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) in a worldwide attack starting on June 27, 2017. While [NotPetya](https://attack.mitre.org/software/S0368) appears as a form of ransomware, its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such, [NotPetya](https://attack.mitre.org/software/S0368) may be more appropriately thought of as a form of wiper malware. [NotPetya](https://attack.mitre.org/software/S0368) contains worm-like features to spread itself across a computer network using the SMBv1 exploits EternalBlue and EternalRomance.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)(Citation: ESET Telebots June 2017)(Citation: US District Court Indictment GRU Unit 74455 October 2020)",https://attack.mitre.org/software/S0368,26-Mar-19,23-Apr-21,2,Windows,"Diskcoder.C, ExPetr, GoldenEye, Nyetya, Petrwrap",Malware,
S0138,OLDBAIT,[OLDBAIT](https://attack.mitre.org/software/S0138) is a credential harvester used by [APT28](https://attack.mitre.org/groups/G0007). (Citation: FireEye APT28) (Citation: FireEye APT28 January 2017),https://attack.mitre.org/software/S0138,31-May-17,19-Mar-20,1.1,Windows,Sasfis,Malware,
S0165,OSInfo,[OSInfo](https://attack.mitre.org/software/S0165) is a custom tool used by [APT3](https://attack.mitre.org/groups/G0022) to do internal discovery on a victim's computer and network. (Citation: Symantec Buckeye),https://attack.mitre.org/software/S0165,16-Jan-18,18-Mar-20,1.1,Windows,,Malware,
S0402,OSX/Shlayer,[OSX/Shlayer](https://attack.mitre.org/software/S0402) is a Trojan designed to install adware on macOS. It was first discovered in 2018.(Citation: Carbon Black Shlayer Feb 2019)(Citation: Intego Shlayer Feb 2018),https://attack.mitre.org/software/S0402,29-Aug-19,22-Oct-20,1.1,macOS,Crossrider,Malware,
S0352,OSX_OCEANLOTUS.D,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) is a MacOS backdoor with several variants that has been used by [APT32](https://attack.mitre.org/groups/G0050).(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020),https://attack.mitre.org/software/S0352,30-Jan-19,2-Dec-20,2,macOS,Backdoor.MacOS.OCEANLOTUS.F,Malware,
S0346,OceanSalt,"[OceanSalt](https://attack.mitre.org/software/S0346) is a Trojan that was used in a campaign targeting victims in South Korea, United States, and Canada. [OceanSalt](https://attack.mitre.org/software/S0346) shares code similarity with [SpyNote RAT](https://attack.mitre.org/software/S0305), which has been linked to [APT1](https://attack.mitre.org/groups/G0006).(Citation: McAfee Oceansalt Oct 2018)",https://attack.mitre.org/software/S0346,30-Jan-19,30-Mar-20,1.1,Windows,,Malware,
S0340,Octopus,[Octopus](https://attack.mitre.org/software/S0340) is a Windows Trojan.(Citation: Securelist Octopus Oct 2018),https://attack.mitre.org/software/S0340,30-Jan-19,20-Mar-20,1.1,Windows,,Malware,
S0439,Okrum,[Okrum](https://attack.mitre.org/software/S0439) is a Windows backdoor that has been seen in use since December 2016 with strong links to [Ke3chang](https://attack.mitre.org/groups/G0004).(Citation: ESET Okrum July 2019),https://attack.mitre.org/software/S0439,6-May-20,14-May-20,1,Windows,,Malware,ESET
S0365,Olympic Destroyer,"[Olympic Destroyer](https://attack.mitre.org/software/S0365) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) against the 2018 Winter Olympics, held in Pyeongchang, South Korea. The main purpose of the malware was to render infected computer systems inoperable. The malware leverages various native Windows utilities and API calls to carry out its destructive tasks. [Olympic Destroyer](https://attack.mitre.org/software/S0365) has worm-like features to spread itself across a computer network in order to maximize its destructive impact.(Citation: Talos Olympic Destroyer 2018)(Citation: US District Court Indictment GRU Unit 74455 October 2020) ",https://attack.mitre.org/software/S0365,25-Mar-19,23-Apr-21,2,Windows,,Malware,
S0052,OnionDuke,[OnionDuke](https://attack.mitre.org/software/S0052) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2013 to 2015. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0052,31-May-17,23-Sep-20,1.2,Windows,,Malware,
S0264,OopsIE,[OopsIE](https://attack.mitre.org/software/S0264) is a Trojan used by [OilRig](https://attack.mitre.org/groups/G0049) to remotely execute commands as well as upload/download files to/from victims. (Citation: Unit 42 OopsIE! Feb 2018),https://attack.mitre.org/software/S0264,17-Oct-18,30-Mar-20,1.2,Windows,,Malware,
S0229,Orz,[Orz](https://attack.mitre.org/software/S0229) is a custom JavaScript backdoor used by [Leviathan](https://attack.mitre.org/groups/G0065). It was observed being used in 2014 as well as in August 2017 when it was dropped by Microsoft Publisher files. (Citation: Proofpoint Leviathan Oct 2017) (Citation: FireEye Periscope March 2018),https://attack.mitre.org/software/S0229,18-Apr-18,9-Feb-21,2.1,Windows,AIRBREAK,Malware,
S0594,Out1,[Out1](https://attack.mitre.org/software/S0594) is a remote access tool written in python and used by [MuddyWater](https://attack.mitre.org/groups/G0069) since at least 2021.(Citation: Trend Micro Muddy Water March 2021),https://attack.mitre.org/software/S0594,19-Mar-21,26-Apr-21,1,Windows,,Tool,
S0072,OwaAuth,[OwaAuth](https://attack.mitre.org/software/S0072) is a Web shell and credential stealer deployed to Microsoft Exchange servers that appears to be exclusively used by [Threat Group-3390](https://attack.mitre.org/groups/G0027). (Citation: Dell TG-3390),https://attack.mitre.org/software/S0072,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0598,P.A.S. Webshell,[P.A.S. Webshell](https://attack.mitre.org/software/S0598) is a publicly available multifunctional PHP webshell in use since at least 2016 that provides remote access and execution on target web servers.(Citation: ANSSI Sandworm January 2021),https://attack.mitre.org/software/S0598,13-Apr-21,13-Apr-21,1,"Linux, Windows",Fobushell,Malware,
S0016,P2P ZeuS,"[P2P ZeuS](https://attack.mitre.org/software/S0016) is a closed-source fork of the leaked version of the ZeuS botnet. It presents improvements over the leaked version, including a peer-to-peer architecture. (Citation: Dell P2P ZeuS)",https://attack.mitre.org/software/S0016,31-May-17,30-Mar-20,1.1,Windows,"Gameover ZeuS, Peer-to-Peer ZeuS",Malware,
S0158,PHOREAL,[PHOREAL](https://attack.mitre.org/software/S0158) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050). (Citation: FireEye APT32 May 2017),https://attack.mitre.org/software/S0158,14-Dec-17,30-Mar-20,1.1,Windows,,Malware,
S0254,PLAINTEE,[PLAINTEE](https://attack.mitre.org/software/S0254) is a malware sample that has been used by [Rancor](https://attack.mitre.org/groups/G0075) in targeted attacks in Singapore and Cambodia. (Citation: Rancor Unit42 June 2018),https://attack.mitre.org/software/S0254,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0435,PLEAD,"[PLEAD](https://attack.mitre.org/software/S0435) is a remote access tool (RAT) and downloader used by [BlackTech](https://attack.mitre.org/groups/G0098) in targeted attacks in East Asia including Taiwan, Japan, and Hong Kong.(Citation: TrendMicro BlackTech June 2017)(Citation: JPCert PLEAD Downloader June 2018) [PLEAD](https://attack.mitre.org/software/S0435) has also been referred to as [TSCookie](https://attack.mitre.org/software/S0436), though more recent reporting indicates likely separation between the two.(Citation: JPCert TSCookie March 2018)(Citation: JPCert PLEAD Downloader June 2018) ",https://attack.mitre.org/software/S0435,6-May-20,4-Jul-20,1,Windows,,Malware,"Tatsuya Daitoku, Cyber Defense Institute, Inc."
S0216,POORAIM,[POORAIM](https://attack.mitre.org/software/S0216) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067) in campaigns since at least 2014. (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0216,18-Apr-18,30-Mar-20,1.1,Windows,,Malware,
S0150,POSHSPY,[POSHSPY](https://attack.mitre.org/software/S0150) is a backdoor that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2015. It appears to be used as a secondary backdoor used if the actors lost access to their primary backdoors. (Citation: FireEye POSHSPY April 2017),https://attack.mitre.org/software/S0150,14-Dec-17,30-Mar-20,1.2,Windows,,Malware,
S0145,POWERSOURCE,[POWERSOURCE](https://attack.mitre.org/software/S0145) is a PowerShell backdoor that is a heavily obfuscated and modified version of the publicly available tool DNS_TXT_Pwnage. It was observed in February 2017 in spearphishing campaigns against personnel involved with United States Securities and Exchange Commission (SEC) filings at various organizations. The malware was delivered when macros were enabled by the victim and a VBS script was dropped. (Citation: FireEye FIN7 March 2017) (Citation: Cisco DNSMessenger March 2017),https://attack.mitre.org/software/S0145,31-May-17,30-Mar-20,1.1,Windows,DNSMessenger,Malware,
S0223,POWERSTATS,[POWERSTATS](https://attack.mitre.org/software/S0223) is a PowerShell-based first stage backdoor used by [MuddyWater](https://attack.mitre.org/groups/G0069). (Citation: Unit 42 MuddyWater Nov 2017),https://attack.mitre.org/software/S0223,18-Apr-18,23-Jun-20,2.1,Windows,Powermud,Malware,
S0371,POWERTON,"[POWERTON](https://attack.mitre.org/software/S0371) is a custom PowerShell backdoor first observed in 2018. It has typically been deployed as a late-stage backdoor by [APT33](https://attack.mitre.org/groups/G0064). At least two variants of the backdoor have been identified, with the later version containing improved functionality.(Citation: FireEye APT33 Guardrail)",https://attack.mitre.org/software/S0371,16-Apr-19,25-Mar-20,1.1,Windows,,Malware,
S0184,POWRUNER,[POWRUNER](https://attack.mitre.org/software/S0184) is a PowerShell script that sends and receives commands to and from the C2 server. (Citation: FireEye APT34 Dec 2017),https://attack.mitre.org/software/S0184,16-Jan-18,6-Jul-20,1.1,Windows,,Malware,
S0196,PUNCHBUGGY,[PUNCHBUGGY](https://attack.mitre.org/software/S0196) is a backdoor malware used by [FIN8](https://attack.mitre.org/groups/G0061) that has been observed targeting POS networks in the hospitality industry. (Citation: Morphisec ShellTea June 2019)(Citation: FireEye Fin8 May 2016) (Citation: FireEye Know Your Enemy FIN8 Aug 2016),https://attack.mitre.org/software/S0196,18-Apr-18,9-Feb-21,2.1,Windows,ShellTea,Malware,
S0197,PUNCHTRACK,[PUNCHTRACK](https://attack.mitre.org/software/S0197) is non-persistent point of sale (POS) system malware utilized by [FIN8](https://attack.mitre.org/groups/G0061) to scrape payment card data. (Citation: FireEye Fin8 May 2016) (Citation: FireEye Know Your Enemy FIN8 Aug 2016),https://attack.mitre.org/software/S0197,18-Apr-18,17-Mar-20,1.1,Windows,PSVC,Malware,
S0208,Pasam,[Pasam](https://attack.mitre.org/software/S0208) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Pasam May 2012),https://attack.mitre.org/software/S0208,18-Apr-18,6-Jan-21,1.1,Windows,,Malware,
S0122,Pass-The-Hash Toolkit,"[Pass-The-Hash Toolkit](https://attack.mitre.org/software/S0122) is a toolkit that allows an adversary to ""pass"" a password hash (without knowing the original password) to log in to systems. (Citation: Mandiant APT1)",https://attack.mitre.org/software/S0122,31-May-17,17-Oct-18,1,"Linux, Windows, macOS",,Tool,
S0556,Pay2Key,[Pay2Key](https://attack.mitre.org/software/S0556) is a ransomware written in C++ that has been used by [Fox Kitten](https://attack.mitre.org/groups/G0117) since at least July 2020 including campaigns against Israeli companies. [Pay2Key](https://attack.mitre.org/software/S0556) has been incorporated with a leak site to display stolen sensitive information to further pressure victims into payment.(Citation: ClearkSky Fox Kitten February 2020)(Citation: Check Point Pay2Key November 2020),https://attack.mitre.org/software/S0556,4-Jan-21,22-Apr-21,1,Windows,,Malware,
S0587,Penquin,[Penquin](https://attack.mitre.org/software/S0587) is a remote access trojan (RAT) with multiple versions used by [Turla](https://attack.mitre.org/groups/G0010) to target Linux systems since at least 2014.(Citation: Kaspersky Turla Penquin December 2014)(Citation: Leonardo Turla Penquin May 2020),https://attack.mitre.org/software/S0587,11-Mar-21,9-Apr-21,1,Linux,"Penquin 2.0, Penquin_x64",Malware,"Antonio Villani, @LDO_CyberSec, Leonardo's Cyber Security Division; Nino Verde, @LDO_CyberSec, Leonardo's Cyber Security Division; Silvio La Porta, @LDO_CyberSec, Leonardo's Cyber Security Division"
S0517,Pillowmint,[Pillowmint](https://attack.mitre.org/software/S0517) is a point-of-sale malware used by [FIN7](https://attack.mitre.org/groups/G0046) designed to capture credit card information.(Citation: Trustwave Pillowmint June 2020),https://attack.mitre.org/software/S0517,27-Jul-20,6-Oct-20,1,Windows,,Malware,
S0048,PinchDuke,[PinchDuke](https://attack.mitre.org/software/S0048) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2008 to 2010. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0048,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0097,Ping,[Ping](https://attack.mitre.org/software/S0097) is an operating system utility commonly used to troubleshoot and verify network connections. (Citation: TechNet Ping),https://attack.mitre.org/software/S0097,31-May-17,17-Oct-18,1,"Linux, Windows, macOS",Ping,Tool,
S0501,PipeMon,[PipeMon](https://attack.mitre.org/software/S0501) is a multi-stage modular backdoor used by [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: ESET PipeMon May 2020),https://attack.mitre.org/software/S0501,24-Aug-20,16-Oct-20,1,Windows,,Malware,"Martin Smolár, ESET; Mathieu Tartare, ESET"
S0124,Pisloader,"[Pisloader](https://attack.mitre.org/software/S0124) is a malware family that is notable due to its use of DNS as a C2 protocol as well as its use of anti-analysis tactics. It has been used by [APT18](https://attack.mitre.org/groups/G0026) and is similar to another malware family, [HTTPBrowser](https://attack.mitre.org/software/S0070), that has been used by the group. (Citation: Palo Alto DNS Requests)",https://attack.mitre.org/software/S0124,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0013,PlugX,[PlugX](https://attack.mitre.org/software/S0013) is a remote access tool (RAT) that uses modular plugins. It has been used by multiple threat groups. (Citation: Lastline PlugX Analysis) (Citation: FireEye Clandestine Fox Part 2) (Citation: New DragonOK) (Citation: Dell TG-3390),https://attack.mitre.org/software/S0013,31-May-17,20-Jun-20,2.1,Windows,"DestroyRAT, Kaba, Korplug, Sogu",Malware,
S0428,PoetRAT,"[PoetRAT](https://attack.mitre.org/software/S0428) is a remote access trojan (RAT) that was first identified in April 2020. [PoetRAT](https://attack.mitre.org/software/S0428) has been used in multiple campaigns against the private and public sectors in Azerbaijan, including ICS and SCADA systems in the energy sector. The STIBNITE activity group has been observed using the malware. [PoetRAT](https://attack.mitre.org/software/S0428) derived its name from references in the code to poet William Shakespeare. (Citation: Talos PoetRAT April 2020)(Citation: Talos PoetRAT October 2020)(Citation: Dragos Threat Report 2020)",https://attack.mitre.org/software/S0428,27-Apr-20,24-Apr-21,2,Windows,,Malware,
S0012,PoisonIvy,[PoisonIvy](https://attack.mitre.org/software/S0012) is a popular remote access tool (RAT) that has been used by many groups. (Citation: FireEye Poison Ivy) (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Darkmoon Aug 2005),https://attack.mitre.org/software/S0012,31-May-17,6-Jan-21,1.2,Windows,"Darkmoon, Poison Ivy",Malware,Darren Spruell
S0518,PolyglotDuke,[PolyglotDuke](https://attack.mitre.org/software/S0518) is a downloader that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2013. [PolyglotDuke](https://attack.mitre.org/software/S0518) has been used to drop [MiniDuke](https://attack.mitre.org/software/S0051).(Citation: ESET Dukes October 2019),https://attack.mitre.org/software/S0518,23-Sep-20,9-Oct-20,1,Windows,,Malware,
S0453,Pony,"[Pony](https://attack.mitre.org/software/S0453) is a credential stealing malware, though has also been used among adversaries for its downloader capabilities. The source code for Pony Loader 1.0 and 2.0 were leaked online, leading to their use by various threat actors.(Citation: Malwarebytes Pony April 2016)",https://attack.mitre.org/software/S0453,21-May-20,25-Jun-20,1,Windows,,Malware,"Arie Olshtein, Check Point; Kobi Eisenkraft, Check Point"
S0378,PoshC2,"[PoshC2](https://attack.mitre.org/software/S0378) is an open source remote administration and post-exploitation framework that is publicly available on GitHub. The server-side components of the tool are primarily written in Python, while the implants are written in [PowerShell](https://attack.mitre.org/techniques/T1059/001). Although [PoshC2](https://attack.mitre.org/software/S0378) is primarily focused on Windows implantation, it does contain a basic Python dropper for Linux/macOS.(Citation: GitHub PoshC2)",https://attack.mitre.org/software/S0378,23-Apr-19,9-Feb-21,1.2,"Linux, Windows, macOS",,Tool,
S0177,Power Loader,"[Power Loader](https://attack.mitre.org/software/S0177) is modular code sold in the cybercrime market used as a downloader in malware families such as Carberp, Redyms and Gapz. (Citation: MalwareTech Power Loader Aug 2013) (Citation: WeLiveSecurity Gapz and Redyms Mar 2013)",https://attack.mitre.org/software/S0177,16-Jan-18,17-Oct-18,1,Windows,Win32/Agent.UAW,Malware,
S0139,PowerDuke,[PowerDuke](https://attack.mitre.org/software/S0139) is a backdoor that was used by [APT29](https://attack.mitre.org/groups/G0016) in 2016. It has primarily been delivered through Microsoft Word or Excel attachments containing malicious macros. (Citation: Volexity PowerDuke November 2016),https://attack.mitre.org/software/S0139,31-May-17,30-Mar-20,1.2,Windows,,Malware,
S0441,PowerShower,[PowerShower](https://attack.mitre.org/software/S0441) is a PowerShell backdoor used by [Inception](https://attack.mitre.org/groups/G0100) for initial reconnaissance and to download and execute second stage payloads.(Citation: Unit 42 Inception November 2018)(Citation: Kaspersky Cloud Atlas August 2019),https://attack.mitre.org/software/S0441,8-May-20,20-May-20,1,Windows,,Malware,
S0194,PowerSploit,"[PowerSploit](https://attack.mitre.org/software/S0194) is an open source, offensive security framework comprised of [PowerShell](https://attack.mitre.org/techniques/T1059/001) modules and scripts that perform a wide range of tasks related to penetration testing such as code execution, persistence, bypassing anti-virus, recon, and exfiltration. (Citation: GitHub PowerSploit May 2012) (Citation: PowerShellMagazine PowerSploit July 2014) (Citation: PowerSploit Documentation)",https://attack.mitre.org/software/S0194,18-Apr-18,9-Feb-21,1.3,Windows,,Tool,
S0393,PowerStallion,"[PowerStallion](https://attack.mitre.org/software/S0393) is a lightweight [PowerShell](https://attack.mitre.org/techniques/T1059/001) backdoor used by [Turla](https://attack.mitre.org/groups/G0010), possibly as a recovery access tool to install other backdoors.(Citation: ESET Turla PowerShell May 2019)",https://attack.mitre.org/software/S0393,21-Jun-19,9-Feb-21,1.1,Windows,,Malware,
S0113,Prikormka,[Prikormka](https://attack.mitre.org/software/S0113) is a malware family used in a campaign known as Operation Groundbait. It has predominantly been observed in Ukraine and was used as early as 2008. (Citation: ESET Operation Groundbait),https://attack.mitre.org/software/S0113,31-May-17,30-Mar-20,1.2,Windows,,Malware,
S0279,Proton,[Proton](https://attack.mitre.org/software/S0279) is a macOS backdoor focusing on data theft and credential access  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0279,17-Oct-18,22-Jan-21,1.2,macOS,,Malware,
S0238,Proxysvc,[Proxysvc](https://attack.mitre.org/software/S0238) is a malicious DLL used by [Lazarus Group](https://attack.mitre.org/groups/G0032) in a campaign known as Operation GhostSecret. It has appeared to be operating undetected since 2017 and was mostly observed in higher education organizations. The goal of [Proxysvc](https://attack.mitre.org/software/S0238) is to deliver additional payloads to the target and to maintain control for the attacker. It is in the form of a DLL that can also be executed as a standalone process. (Citation: McAfee GhostSecret),https://attack.mitre.org/software/S0238,17-Oct-18,30-Mar-20,1.2,Windows,,Malware,Edward Millington
S0029,PsExec,[PsExec](https://attack.mitre.org/software/S0029) is a free Microsoft tool that can be used to execute a program on another computer. It is used by IT administrators and attackers. (Citation: Russinovich Sysinternals) (Citation: SANS PsExec),https://attack.mitre.org/software/S0029,31-May-17,20-Mar-20,1.1,Windows,,Tool,
S0078,Psylo,[Psylo](https://attack.mitre.org/software/S0078) is a shellcode-based Trojan that has been used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029). It has similar characteristics as [FakeM](https://attack.mitre.org/software/S0076). (Citation: Scarlet Mimic Jan 2016),https://attack.mitre.org/software/S0078,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0147,Pteranodon,[Pteranodon](https://attack.mitre.org/software/S0147) is a custom backdoor used by [Gamaredon Group](https://attack.mitre.org/groups/G0047). (Citation: Palo Alto Gamaredon Feb 2017),https://attack.mitre.org/software/S0147,31-May-17,22-Jun-20,1.1,Windows,,Malware,
S0192,Pupy,"[Pupy](https://attack.mitre.org/software/S0192) is an open source, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool. (Citation: GitHub Pupy) It is written in Python and can be generated as a payload in several different ways (Windows exe, Python file, PowerShell oneliner/file, Linux elf, APK, Rubber Ducky, etc.). (Citation: GitHub Pupy) [Pupy](https://attack.mitre.org/software/S0192) is publicly available on GitHub. (Citation: GitHub Pupy)",https://attack.mitre.org/software/S0192,18-Apr-18,13-May-20,1.2,"Android, Linux, Windows, macOS",,Tool,
S0583,Pysa,"[Pysa](https://attack.mitre.org/software/S0583) is a ransomware that was first used in October 2018 and has been seen to target particularly high-value finance, government and healthcare organizations.(Citation: CERT-FR PYSA April 2020)",https://attack.mitre.org/software/S0583,1-Mar-21,27-Apr-21,1,Windows,Mespinoza,Malware,"Daniyal Naeem, BT Security"
